 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:110076","Ichthyology","110076","","","Symphurus atricaudus (Jordan and Gilbert, 1880)","CalCOFI 6307-133.35","[no agent data]","1700-01-01","1998-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=CALCOFI6307; group number=774"
"MCZ:Ich:101674","Ichthyology","101674","","","Orestias","Lago Umayo","Thomas J. Zaret, and party","1977-06-25","1977-06-25","Peru","","","25/6/1977-25/6/1977","field number=TJZ77:0625; group number=343"
"MCZ:Ich:101797","Ichthyology","101797","","","Kneria katangae Poll, 1976","Muye River, above road bridge.","Keith E. Banister","1700-01-01","1994-03-01","Democratic Republic of the Congo","","","[no verbatim date data]","field number=BMNH:MUYE R.; group number=200; previous number=BMNH 1976.10.20.116-135"
"MCZ:Ich:98232","Ichthyology","98232","","","Helicolenus dactylopterus (Delaroche, 1809)","","Richard L. Haedrich, RV Chain 124","1975-07-15","1975-07-15","United States","","So. New England","15/7/1975-15/7/1975","field number=RLH532; group number=423"
"MCZ:Ich:98561","Ichthyology","98561","","Voucher","Gonichthys cocco (Cocco, 1829)","[coordinate data only]","James E. Craddock, RV Knorr 38","1974-03-16","1974-03-16","High Seas","","Atlantic, Western Central","16/3/1974-16/3/1974","field number=SUN3109; group number=176; previous number=JEC 6367"
"MCZ:Ich:103452","Ichthyology","103452","","","Hexagrammos decagrammus (Pallas, 1810)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=431; previous number=SF7702 N-5"
"MCZ:Ich:103457","Ichthyology","103457","","","Hexagrammos decagrammus (Pallas, 1810)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=431; previous number=1CH83 S003A*"
"MCZ:Ich:100247","Ichthyology","100247","","","Zoarces americanus (Bloch and Schneider, 1801)","[coordinate data only]","RV Delaware II, Karsten E. Hartel","1992-07-30","1992-07-30","United States","","Gulf of Maine","30/7/1992-30/7/1992","field number=DL92-07:030; group number=330"
"MCZ:Ich:100428","Ichthyology","100428","","","Balistes","[coordinate data only]","RV Crawford 029, Martin R. Bartlett","1959-07-17","1959-07-17","United States","","Atlantic Ocean","17/7/1959-17/7/1959","field number=CRAW29:657; group number=778"
"MCZ:Ich:126559","Ichthyology","126559","","","Pseudogramma sp.","","RV Dolphin","1968-02-04","1968-02-04","","","Atlantic Ocean","4/2/1968-4/2/1968","field number=D-68-01:NN-2(1); group number=483"
"MCZ:Ich:126562","Ichthyology","126562","","","Pseudogramma sp.","","RV Dolphin","1967-05-10","1967-05-10","","","Atlantic Ocean","10/5/1967-10/5/1967","field number=D-67-04:JJ-6; group number=483"
"MCZ:Ich:126569","Ichthyology","126569","","","Pseudogramma sp.","","RV Dolphin","1967-10-22","1967-10-22","","","Atlantic Ocean","22/10/1967-22/10/1967","field number=D-67-16:FF-6; group number=483"
"MCZ:Ich:126575","Ichthyology","126575","","","Serraniculus sp.","","RV Dolphin","1967-10-21","1967-10-21","","","Atlantic Ocean","21/10/1967-21/10/1967","field number=D-67-16:DD-5(2); group number=476"
"MCZ:Ich:128207","Ichthyology","128207","","","Cyprinodon sp.","Lago Enriquillo","David K. Wetherbee","1994-10-27","1994-10-27","Dominican Republic","","","27/10/1994-27/10/1994","field number=DKW1994:0727; group number=343"
"MCZ:Ich:129952","Ichthyology","129952","","Figured","Chauliodus sloani Bloch & Schneider, 1801","Edge of warm-core Gulf Stream ring 81D","RV Atlantis II 110","1981-09-28","1981-09-28","Canada","","Atlantic, Northwest","28/9/1981-28/9/1981","field number=MOC20-003,3; group number=153"
"MCZ:Ich:147336","Ichthyology","147336","","","Nemichthys scolopaceus Richardson, 1848","[no specific locality data]","Andrew E. Jahn, RV Atlantis II 085","1974-10-14","1974-10-14","High Seas","","Atlantic, Northwest","14/10/1974-14/10/1974","field number=AEJ702; group number=96"
"MCZ:Ich:148372","Ichthyology","148372","","","Catostomus commersonii (Lacépède, 1803)","Delaware River at headwaters approx. 3.0 miles south of Grand Gorge, N.Y. on N.Y Rte. 10.","M. Gann, NY State Cons. Dept.","1967-07-31","1967-07-31","United States","New York","","31/7/1967-31/7/1967","field number=MCG67-22; group number=235"
"MCZ:Ich:133090","Ichthyology","133090","","Paratype","Astronesthes gudrunae Parin & Borodulina, 2002","[coordinate data only]","James E. Craddock, RV Atlantis II 020","1966-02-21","1966-02-21","","","Amazonian","21/2/1966-21/2/1966","field number=SUN1204; group number=150"
"MCZ:Ich:133113","Ichthyology","133113","","Voucher","Astronesthes niger Richardson 1844","off Azores","James E. Craddock, RV Chain 105","1972-07-05","1972-07-05","Portugal","Autonomous Region of the Azores","Atlantic, Northeast","5/7/1972-5/7/1972","field number=SUN2540; group number=150"
"MCZ:Ich:145555","Ichthyology","145555","","","Anguilla rostrata (Lesueur, 1817)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=70"
"MCZ:Ich:145559","Ichthyology","145559","","","Acanthuridae sp.","Florida Current - Off Jacksonville","James E. Craddock, RV Oceanus 049","1978-08-09","1978-08-09","United States","","Atlantic, Western Central","9/8/1978-9/8/1978","field number=MOC10-108,2; group number=725"
"MCZ:Ich:137761","Ichthyology","137761","","","Symphodus (Crenilabrus) melops","Roscoff","Melanie L. J. Stiassny","1700-01-01","1995-03-01","","","Atlantic, Northeast","[no verbatim date data]","field number=MLJS:ROSCOFF; group number=627"
"MCZ:Ich:155376","Ichthyology","155376","partial","","Chauliodus sloani Bloch & Schneider, 1801","Station 12","RV Delaware II","1999-02-04","1999-02-04","United States","","Atlantic, Northwest","4/2/1999-4/2/1999","field number=DL99-02:012; group number=153"
"MCZ:Ich:155694","Ichthyology","155694","","Figured","Photostomias sp.","[coordinate data only]","RV Oceanus 255","1993-04-02","1993-04-02","Bermuda","","Atlantic, Western Central","2/4/1993-2/4/1993","field number=JEC93-10,4; group number=152"
"MCZ:Ich:151949","Ichthyology","151949","","","Anoplogaster cornuta (Valenciennes, 1833)","[coordinate data only]","RV Knorr 71, Karsten E. Hartel","1977-10-31","1977-10-31","High Seas","","Atlantic, Northwest","31/10/1977-31/10/1977","field number=MOC10-60,3; group number=371"
"MCZ:Ich:156639","Ichthyology","156639","","Syntype","Tridens melanops Eigenmann & Eigenmann, 1889","Rio Ica (tributary of Rio Solimoes), Rio Putomajo, near the Brazilian-Colombian border","Thayer Expedition to Brazil, William James, Talisman","1865-09-01","1865-09-30","Brazil","Amazonas","","0/9/1865-0/9/1865","field number=THAYER043; group number=274; previous number=MCZ 8137"
"MCZ:Ich:160641","Ichthyology","160641","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-17","1993-08-17","Australia","","Pacific, Western Central","17/8/1993-17/8/1993","field number=KK93:0817; group number=603"
"MCZ:Ich:160752","Ichthyology","160752","","","Cyclothone microdon (Günther, 1878)","[coordinate data only]","RV Endeavor 133","1985-08-18","1985-08-18","Greenland","","Atlantic, Northwest","18/8/1985-18/8/1985","field number=EN133-26; group number=147"
"MCZ:Ich:152603","Ichthyology","152603","","","Amphiprion frenatus Brevoort, 1856","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=603"
"MCZ:Ich:148870","Ichthyology","148870","","Voucher","Pterycombus brama Fries, 1837","[coordinate data only]","RV Delaware I","1957-06-10","1957-06-10","High Seas","","Atlantic, Northwest","10/6/1957-10/6/1957","field number=DL1957:0610; group number=543"
"MCZ:Ich:149098","Ichthyology","149098","","","Harpadon squamosus (Alcock, 1891)","off Oman","RV Malcolm Baldridge 9503, Karsten E. Hartel","1995-05-20","1995-05-20","Oman","","Arabian Sea","20/5/1995-20/5/1995","field number=MB9503:10-26,3; group number=165"
"MCZ:Ich:157833","Ichthyology","157833","","","Gasterosteus aculeatus Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=400"
"MCZ:Ich:150037","Ichthyology","150037","","","Perca flavescens (Mitchill, 1814)","Naushon Is., West End Pond","Karsten E. Hartel","1979-09-01","1979-09-30","United States","Massachusetts","","0/9/1979-0/9/1979","field number=KEH79:09WESTEND; group number=517"
"MCZ:Ich:162969","Ichthyology","162969","","","Eviota latifasciata Jewett & Lachner, 1983","Phoenix Group: Manra Atoll, sandy bottom surrounded by coral and ledges","Gerald R. Allen, Steve Bailey","2002-06-15","2002-06-15","Kiribati","","Pacific, Western Central","15/6/2002-15/6/2002","field number=PHOENIX_02:017; group number=706"
"MCZ:Ich:150479","Ichthyology","150479","","","Catostomus commersonii (Lacépède, 1803)","Lisha-Kill Creek downstream from concrete bridge on Rosendale Rd.","M. Gann, K. Williams","1967-06-06","1967-06-06","United States","New York","","6/6/1967-6/6/1967","field number=MCG67-13; group number=235"
"MCZ:Ich:154683","Ichthyology","154683","","","Neoditrema ransonneti Steindachner, 1883","Nachi Katsuura, Wakayama, Japan","[no agent data]","1984-06-30","1984-06-30","Japan","","Pacific, Northwest","30/6/1984-30/6/1984","field number=Z61376; group number=599"
"MCZ:Ich:154686","Ichthyology","154686","","","Hypsurus caryi (Agassiz, 1853)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154696","Ichthyology","154696","","","Damalichthys vacca Girard, 1855","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154702","Ichthyology","154702","","","Hyperprosopon ellipticum (Gibbons, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154986","Ichthyology","154986","","","Amphiprion frenatus Brevoort, 1856","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=603"
"MCZ:Ich:163605","Ichthyology","163605","","","Praealticus labrovittatus Bath, 1992","Pago Bay at the University of Guam Marine Lab, Mangilao","S. Tonia Hsieh, Carl J. Ferraris Jr.","1700-01-01","2003-03-01","Northern Mariana Islands and Guam","","Pacific, Western Central","[no verbatim date data]","field number=HSIEH02:01; group number=668"
"MCZ:Ich:168125","Ichthyology","168125","","","Platyberyx opalescens Zugmayer, 1911 cf.","Florida Current - St Augustine Section","James E. Craddock, RV Oceanus 055","1979-02-14","1979-02-14","United States","","Atlantic, Western Central","14/2/1979-14/2/1979","field number=MOC10-134,0; group number=545; previous number=64772"
"MCZ:Ich:168486","Ichthyology","168486","partial","","Gasterosteus aculeatus Linnaeus, 1758","Great or Long Pond, Southwest Harbor.","University of Maine","1942-08-29","1942-08-29","United States","Maine","","29/8/1942-29/8/1942","field number=M-42-78; group number=400"
"MCZ:Ich:166655","Ichthyology","166655","","","Diaphus photonotus","[coordinate data only]","Richard H. Backus, RV Atlantis II 060","1971-05-29","1971-05-29","Saint Helena","","Atlantic, Southeast","29/5/1971-29/5/1971","field number=RHB2269; group number=176"
"MCZ:Ich:167479","Ichthyology","167479","","","Strongylura marina (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:167486","Ichthyology","167486","","","Scomberesox saurus (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=338"
"MCZ:Ich:172060","Ichthyology","172060","","","Hemanthias vivanus (Jordan & Swain, 1885)","Florida Current - St Augustine Section","James E. Craddock","1979-02-14","1979-02-14","United States","","Atlantic, Western Central","14/2/1979-14/2/1979","field number=MOC10-134,0; group number=476"
"MCZ:Ich:172062","Ichthyology","172062","","","Hemanthias vivanus (Jordan & Swain, 1885)","Florida Current - St Augustine Section","James E. Craddock","1979-02-14","1979-02-14","United States","","Atlantic, Western Central","14/2/1979-14/2/1979","field number=MOC10-134,4; group number=476"
"MCZ:Ich:173735","Ichthyology","173735","","","Epinephelinae","[no specific locality data]","RV Dolphin","1971-05-04","1971-05-04","","","Atlantic Ocean","4/5/1971-4/5/1971","field number=D-71-05:N-2; group number=476"
"MCZ:Ich:174329","Ichthyology","174329","","","Gasterosteus aculeatus Linnaeus, 1758","Bottenintnin Lake","Baker Foster Lab Research Team","1995-05-22","1995-05-23","United States","Alaska","","22 May 1995 23 May 1995","field number=RK95-11; group number=400"
"MCZ:Ich:1035","Ichthyology","1035","","","Sebastes norvegicus (Ascanius, 1772)","Eastport","N. S. Treat","1700-01-01","1993-03-01","United States","Maine","Gulf of Maine","[no verbatim date data]","field number=NST:EASTPORT; group number=423"
"MCZ:Ich:2045","Ichthyology","2045","","","Leuciscus leuciscus (Linnaeus, 1758)","Lake Neuchatel","Louis Agassiz","1860-03-01","1860-03-31","Switzerland","","","0/3/1860-0/3/1860","field number=LA:NEU1860A; group number=230"
"MCZ:Ich:3963","Ichthyology","3963","","Voucher","Trichomycterus rivulatus Valenciennes, 1846","Bahía de Moho, Lake Titicaca","Samuel Walton Garman","1875-01-24","1875-01-24","Peru","Puno","","24/1/1875-24/1/1875","field number=SG:MOHO; group number=274"
"MCZ:Ich:7978","Ichthyology","7978","","","Platystacus cotylephorus Bloch, 1794","Para [Belem and environs]","Thayer Expedition to Brazil, Louis Agassiz, D. Bourget","1865-08-10","1865-08-18","Brazil","Para","","10/8/1865-18/8/1865","field number=THAYER080; group number=265"
"MCZ:Ich:7338","Ichthyology","7338","","","Trachelyopterus coriaceus Valenciennes, 1840","Rio Xingu at Porto de Mos","Thayer Expedition to Brazil, [no agent data]","1865-09-01","1865-09-30","Brazil","Para","","0/9/1865-0/9/1865","field number=THAYER100; group number=264"
"MCZ:Ich:9747","Ichthyology","9747","","","Apogon binotatus (Poey, 1867)","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=513; previous number=154"
"MCZ:Ich:8137","Ichthyology","8137","partial","Syntype","Tridens melanops Eigenmann & Eigenmann, 1889","Rio Ica (tributary of Rio Solimoes), Rio Putomajo, near the Brazilian-Colombian border","William James, Talisman","1865-09-01","1865-09-30","Brazil","Amazonas","","0/9/1865-0/9/1865","field number=THAYER043; group number=274"
"MCZ:Ich:11216","Ichthyology","11216","","","Paralichthys dentatus (Linnaeus, 1766)","Hampton Roads","D. Seib","1700-01-01","2000-03-01","United States","Virginia","Atlantic, Northwest","[no verbatim date data]","field number=SEIB:HAMPTON+; group number=768; previous number=150"
"MCZ:Ich:12882","Ichthyology","12882","","","Percophis brasiliensis Quoy and Gaimard, 1825","Rio de Janeiro","Thayer Expedition to Brazil, Louis Agassiz, and party","1865-05-01","1865-05-31","Brazil","Rio de Janeiro","Atlantic, Southwest","0/5/1865-0/5/1865","field number=THAYER105; group number=642"
"MCZ:Ich:15843","Ichthyology","15843","","Syntype","Chaetobranchopsis orbicularis Steindachner, 1875","Santarem and environs","Thayer Expedition to Brazil, D. Bourget","1865-08-01","1865-08-31","Brazil","Para","","0/8/1865-0/8/1865","field number=THAYER117; group number=601"
"MCZ:Ich:15312","Ichthyology","15312","","","Cichla temensis Humboldt, 1833","Lago do Aleixo, on Rio Negro","Thayer Expedition to Brazil, Stephen V. R. Thayer","1865-11-27","1865-12-06","Brazil","Amazonas","","27/11/1865-6/12/1865","field number=THAYER004; group number=601"
"MCZ:Ich:18826","Ichthyology","18826","","","Orthodon microlepidotus (Ayres, 1854)","Lake near Sacramento City","Hassler Expedition","1872-01-01","1872-12-31","United States","California","","1872-1872","field number=HASS:SACRAMEN-L; group number=230"
